Designator,Footprint,Quantity,Value,LCSC Part #
ADC1,SOP50P640X120-30N,1,PCM1865DBTR,
"C1, C2, C5",0805,3,10u,
"C3, C4",0603,2,100n,
"C6, C7",0603,2,2.2u,
"J1, J2",PinHeader_1x15_P2.54mm_Vertical,2,Conn_01x15,
LDO-A1,SOT95P280X145-5N,1,TPS7A2031PDBVR,
LDO-D1,SOT95P280X145-5N,1,TLV74033PDBVR,
"R1, R2",0603,2,100m,
